station name,latitude,longitude,year
E Mosholu Pkwy & Van Cortlandt Ave E,40.87656,-73.88366,2021
24 St & 41 Ave,40.752474,-73.939991,2021
W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188,2021
Hancock St & Wyckoff Ave,40.6972,-73.90674,2021
Lenox Ave & W 140 St,40.817245,-73.938787,2021
Fulton St & Utica Ave,40.6794268,-73.9298911,2021
Myrtle Ave & St Edwards St,40.69327018,-73.97703874,2021
Plaza Dr & W 170 St,40.840484,-73.917946,2021
E 102 St & Park Ave,40.7904828,-73.95033068,2021
St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,2021
Carlton Ave & Park Ave,40.69580705,-73.97355569,2021
Nelson Ave & 167 St,40.83670566862804,-73.92608866095543,2021
S Portland Ave & Hanson Pl,40.68539567,-73.97431458,2021
Motorgate,40.7639089,-73.9477213,2021
Morgan Ave & Maspeth Ave,40.716657,-73.93637,2021
Grand Concourse & E 171 St,40.839549,-73.913004,2021
W 181 St & Riverside Dr,40.85168,-73.94186,2021
Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,2021
Thompson St & Bleecker St,40.72840059450829,-73.99968780577183,2021
W 180 St & Ft Washington Ave,40.849972,-73.938423,2021
8 Ave & W 33 St,40.751551,-73.993934,2021
Lenox Ave & W 146 St,40.821111,-73.935971,2021
Union Ave & N 12 St,40.71924,-73.95242,2021
Degraw St & Smith St,40.6829151,-73.99318208,2021
Amsterdam Ave & W 183 St,40.84925,-73.93022,2021
Metropolitan Ave & Stewart Ave,40.71401,-73.92793,2021
Windsor Pl & 8 Ave,40.660906,-73.983074,2021
3 Ave & 14 St,40.6685455,-73.99333264,2021
31 Ave & Crescent St,40.7658346,-73.9265474,2021
Vernon Blvd & 31 Ave,40.7692475,-73.9354504,2021
29 St & 5 Ave,40.656986,-73.998194,2021
Leonard St & Maujer St,40.7103685423523,-73.94705951213837,2021
DeKalb Ave & Hudson Ave,40.689888,-73.981013,2021
Driggs Ave & N Henry St,40.72325,-73.94308,2021
Bushwick Ave & Linden St,40.69146,-73.92146,2021
Wards Meadow Comfort Station,40.78294,-73.93077,2021
Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842,2021
4 Ave & E 12 St,40.732647,-73.99011,2021
28 Ave & 44 St,40.76408932350688,-73.91065120697021,2021
Hudson St & W 13 St,40.74005708567285,-74.0052741765976,2021
Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,2021
48 St & 5 Ave,40.646351,-74.009271,2021
Fairview Ave & Linden St,40.70694,-73.90632,2021
E 167 St & Franklin Ave,40.82895,-73.90521,2021
3 Ave & Schermerhorn St,40.68683208,-73.9796772,2021
Vesey St & Church St,40.71221958009051,-74.01047229766846,2021
6 Ave & W 33 St,40.74901271,-73.98848395,2021
Lenox Ave & W 111 St,40.7987859,-73.9523,2021
Pinehurst Ave & W 187 St,40.855331,-73.937878,2021
27 Ave & 9 St,40.7739825,-73.9309134,2021
E 27 St & 1 Ave,40.739445,-73.976806,2021
2 Ave & E 31 St,40.74290902,-73.97706058,2021
Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,2021
Greene Ave & Nostrand Ave,40.6883337,-73.950916,2021
Lexington Ave & E 120 St,40.8013066,-73.9398167,2021
Bus Slip & State St,40.701907,-74.013942,2021
Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097,2021
46 Ave & 5 St,40.74731,-73.95451,2021
44 Dr & Jackson Ave,40.74718234,-73.9432635,2021
Bridge St & Water St,40.70296934155272,-73.98469090461731,2021
Madison St & Forest Ave,40.70555,-73.90245,2021
Newtown Ave & 23 St,40.7713615,-73.9246145,2021
Broadway & Hancock St,40.68663,-73.9168,2021
Walton Ave & E 168 St,40.83649,-73.918316,2021
St Nicholas Ave & W 137 St,40.818477,-73.947568,2021
Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,2021
Roebling St & N 4 St,40.71469,-73.95739,2021
W 186 St & St. Nicholas Ave,40.852253,-73.931308,2021
5 Av & W 139 St,40.815484,-73.935856,2021
W 113 St & Broadway,40.805973,-73.964928,2021
E 116 St & 2 Ave,40.796879,-73.937261,2021
W 100 St & Broadway,40.7973721,-73.97041192,2021
5 St & 6 Ave,40.6704836,-73.98208968,2021
11 St & 43 Ave,40.7519071,-73.9479119,2021
Myrtle Ave & Fleet Pl,40.693534,-73.981909,2021
S 4 St & Rodney St,40.70934,-73.95608,2021
W 165 St & Fort Washington Ave,40.84004,-73.942939,2021
Hope St & Union Ave,40.71167351,-73.95141312,2021
W 159 St & Edgecombe Ave,40.833303,-73.939326,2021
14 St & 7 Ave,40.663779,-73.98396846,2021
W 34 St & 11 Ave,40.75594159,-74.0021163,2021
Melrose St & Broadway,40.697481,-73.935877,2021
Jefferson St & Cypress Ave,40.70907,-73.92157,2021
5 Ave & E 103 St,40.7922553,-73.95249933,2021
Greene Ave & Grandview Ave,40.709697,-73.907856,2021
Bushwick Ave & Harman St,40.69356,-73.92524,2021
West Drive & Prospect Park West,40.6610633719006,-73.97945255041122,2021
Bayard St & Leonard St,40.71915571696044,-73.94885390996933,2021
Goulden Ave & W 197 St,40.87156,-73.89714,2021
Front St & Gold St,40.70224,-73.982578,2021
Suydam St & St. Nicholas Ave,40.70636,-73.91945,2021
Manhattan Av & Leonard St,40.72084,-73.94844,2021
Graham Ave & Withers St,40.7169811,-73.94485918,2021
E 123 St & Lexington Ave,40.8029263,-73.9379,2021
Andrews Ave S & W 179 St,40.855156,-73.91278,2021
India St & Manhattan Ave,40.73232194,-73.9550858,2021
Sedgwick Ave & W Tremont Ave,40.853157,-73.918214,2021
W 95 St & Broadway,40.7937704,-73.971888,2021
Carroll St & Washington Ave,40.6686744,-73.9618148,2021
Hoe Ave & Jennings St,40.832171,-73.889686,2021
E 103 St & Lexington Ave,40.7903051,-73.94755757,2021
Bushwick Ave & Forrest St,40.70076,-73.93641,2021
Grant Ave & E 169 St,40.83579,-73.913741,2021
Broadway & W 36 St,40.75097711,-73.98765428,2021
St Nicholas Ave & W 150 St,40.827212,-73.942722,2021
3 Ave & E 72 St,40.7699426,-73.96060712,2021
Hancock St & Bedford Ave,40.68216564,-73.95399026,2021
3 St & Prospect Park West,40.668132,-73.97363831,2021
Crescent St & 30 Ave,40.768692,-73.9249574,2021
W 106 St & Amsterdam Ave,40.8008363,-73.9664492472,2021
Park Pl & Franklin Ave,40.6741806,-73.9564947,2021
Park Pl & Church St,40.71334184275907,-74.00935515761375,2021
21 St & Hoyt Ave S,40.774645,-73.923706,2021
31 Ave & 14 St,40.7682,-73.9322662,2021
Crescent St & 34 Ave,40.76108,-73.930562,2021
Clinton St & Union St,40.6831164,-73.99785267,2021
Broadway & Moylan Pl,40.8143256,-73.9590255,2021
Amsterdam Ave & W 119 St,40.80863217506367,-73.95958609887202,2021
Carroll St & 5 Ave,40.6751622,-73.9814832,2021
E 20 St & Park Ave,40.73827428,-73.98751968,2021
W 70 St & Amsterdam Ave,40.77748046,-73.98288594,2021
South St & Whitehall St,40.70122128,-74.01234218,2021
Verona Pl & Fulton St,40.6803560840434,-73.9476791024208,2021
E 82 St & East End Ave,40.7724607,-73.9468208,2021
Lafayette St & Jersey St,40.72456089,-73.99565293,2021
Willis Ave & E 137 St,40.808384,-73.923604,2021
Boston Rd & E 167 St,40.828199,-73.903719,2021
31 St & 21 Ave,40.77813,-73.90842,2021
E 5 St & Avenue C,40.72299208,-73.97995466,2021
Jackson Ave & 46 Rd,40.74524768,-73.94733276,2021
Catherine St & Monroe St,40.71117444,-73.99682619,2021
E 60 St & York Ave,40.759107,-73.959223,2021
Bank St & Hudson St,40.73652889,-74.00618026,2021
E 8 St & Caton Ave,40.648055,-73.972432,2021
Hamilton Pl & W 140 St,40.822756,-73.951346,2021
Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,2021
E 118 St & Park Ave,40.8005385,-73.9419949,2021
Lenox Ave & W 126 St,40.808442,-73.9452087,2021
Putnam Ave & Throop Ave,40.6851532,-73.94111,2021
Harlem River Dr & W 155 St,40.830476,-73.939929,2021
Menahan St & Onderdonk Ave,40.70553,-73.9096,2021
Grand Concourse & E 205 St,40.875531,-73.8863864831,2021
Madison St & Cypress Ave,40.70068,-73.90742,2021
1 Pl & Clinton St,40.6809591,-73.99905709,2021
Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,2021
E 161 St & River Ave,40.827883,-73.927111,2021
Cedar St & Myrtle Ave,40.697842,-73.926241,2021
Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,2021
E 115 St & Madison Ave,40.7989445,-73.944846,2021
Inwood Ave & W 170 St,40.840536,-73.919228,2021
W Broadway & Spring St,40.72494672359416,-74.00165855884552,2021
Bergen St & 4 Ave,40.68256425759694,-73.9798977971077,2021
Albany Ave & Fulton St,40.6800105,-73.938475,2021
21 St & 43 Ave,40.75052534,-73.94594845,2021
Central Ave & Covert St,40.68929,-73.90951,2021
University Ave & Brandt Pl,40.848354,-73.918389,2021
Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,2021
3 St & 3 Ave,40.6750705,-73.98775226,2021
E 81 St & Park Ave,40.77677702,-73.9590097,2021
W 140 St & Riverside Dr,40.824013,-73.954743,2021
Harrison St & Hudson St,40.71870987,-74.0090009,2021
6 Ave & Broome St,40.72431,-74.00473,2021
Columbus Ave & W 95 St,40.7919557,-73.968087,2021
E 85 St & York Ave,40.77536905,-73.94803392,2021
Carlton Ave & Dean St,40.6809741,-73.9710097,2021
E 153 St & E 157 St,40.826677,-73.929327,2021
Withers St & Kingsland Ave,40.71773,-73.94051,2021
DeKalb Ave & Franklin Ave,40.69064807082943,-73.95746178925037,2021
W 190 St & Broadway,40.85648733523576,-73.93296986818314,2021
Lenox Ave & W 117 St,40.8025566,-73.9490782,2021
DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,2021
Windsor Pl & Howard Pl,40.65949055893896,-73.98013919591904,2021
W Mosholu Pkwy S & Sedgwick Ave,40.88226,-73.88702,2021
W 42 St & 6 Ave,40.75492,-73.98455,2021
Broadway & W 56 St,40.7652654,-73.98192338,2021
Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,2021
Broadway & W 155 St,40.83299,-73.94592,2021
McGuinness Blvd & Eagle St,40.73555,-73.95284,2021
38 St & 30 Ave,40.764174520197685,-73.91583994030952,2021
Union Ave & Jackson St,40.7160751,-73.952029,2021
Grove St & Broadway,40.69047,-73.923511,2021
Monroe St & Tompkins Ave,40.686203,-73.944694,2021
Madison Ave & E 99 St,40.78948541553215,-73.95242929458618,2021
West End Ave & W 107 St,40.8021174,-73.9681805305,2021
Frederick Douglass Blvd & W 145 St,40.823061,-73.941928,2021
E 6 St & Avenue D,40.72228087,-73.97668709,2021
Central Ave & Decatur St,40.6882,-73.90798,2021
E 14 St & Avenue B,40.72938685,-73.97772429,2021
Ocean Pkwy & Church Ave,40.64471895763575,-73.97451460361481,2021
E 6 St & Avenue B,40.72453734,-73.98185424,2021
Driggs Ave & Lorimer St,40.72179134,-73.9504154,2021
Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,2021
Myrtle Ave & Grove St,40.69905,-73.91516,2021
Beaver St & Fayette St,40.70099,-73.93921,2021
Willoughby Ave & Myrtle Ave,40.69757,-73.93098,2021
Creston Ave & E 178 St,40.850885,-73.906469,2021
31 St & Northern Blvd,40.75186951421875,-73.93349289894103,2021
E 58 St & Madison Ave,40.76302594280519,-73.97209525108337,2021
Lorimer St & Broadway,40.70411791,-73.94818595,2021
Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,2021
Stockholm St & Wilson Ave,40.699304,-73.923044,2021
35 St & Broadway,40.760339,-73.9222427,2021
35 Ave & 37 St,40.7557327,-73.9236611,2021
Willoughby Ave & Onderdonk Ave,40.7098,-73.91727,2021
W 87 St & West End Ave,40.789622,-73.97757,2021
River Ave & E 153 St,40.82441,-73.92818,2021
Carroll St & Smith St,40.680611,-73.99475825,2021
University Ave & Macombs Rd,40.8496401,-73.9161206,2021
Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,2021
21 St & 4 Ave,40.662584,-73.995554,2021
E Fordham Rd & Webster Ave,40.861748,-73.89105,2021
Loring Pl North & W 183 St,40.8604244,-73.9093359997,2021
2 Ave & E 104 St,40.7892105,-73.94370784,2021
Westchester Ave & E 156 St,40.817802,-73.905203,2021
Adam Clayton Powell Blvd & W 132 St,40.813539,-73.94521,2021
Broadway & W 153 St,40.831327,-73.946665,2021
Walton Ave & E 171 St,40.840683,-73.915073,2021
Bushwick Ave & McKibbin St,40.705517,-73.93936,2021
W 20 St & 7 Ave,40.74238787,-73.99726235,2021
St Marks Pl & 4 Ave,40.68177810928762,-73.97988975048065,2021
W 168th S & Fort Washington Ave,40.84210236102173,-73.9422395825386,2021
Broadway & Kosciuszko St,40.69329,-73.92852,2021
Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,2021
Columbia St & Rivington St,40.71739973,-73.98016555,2021
Irving Ave & DeKalb Ave,40.7027,-73.92095,2021
7 Ave & 20 St,40.659053,-73.98854,2021
W 145 St & Amsterdam Ave,40.825244,-73.947257,2021
17 St & 5 Ave,40.663493,-73.991007,2021
Jerome Ave & E Mosholu Parkway S,40.87935,-73.88534,2021
Irving Ave & Harman St,40.70108,-73.9179,2021
2 Ave & E 99 St,40.7862586,-73.94552579,2021
Morton St & Washington St,40.73115,-74.00887,2021
Jay St & Tech Pl,40.695065,-73.987167,2021
Richards St & Delavan St,40.6794327,-74.00785041,2021
Seaman Ave & Isham St,40.86989866194045,-73.92076313495636,2021
Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,2021
Fulton Ave & E 172 St,40.839229,-73.899047,2021
Bond St & Fulton St,40.68962188790333,-73.98304268717766,2021
4 Ave & 17 St,40.665507,-73.993037,2021
Harrison Pl & Porter Ave,40.70686,-73.92851,2021
Stagg St & Union Ave,40.70877084,-73.95095259,2021
Shakespeare Ave & W 169 St,40.839312,-73.922423,2021
Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,2021
Adam Clayton Powell Blvd & W 130 St,40.812346,-73.946168,2021
Montgomery St & Franklin Ave,40.666439306870814,-73.9605563879013,2021
W Tremont Ave & Grand Ave,40.850036,-73.912785,2021
White St & Johnson Ave,40.707174,-73.93581,2021
Jerome Ave & Ogden Ave,40.829797,-73.931015,2021
Bradhurst Ave & W 148 St,40.825125,-73.941616,2021
Hart St & Wyckoff Ave,40.704876,-73.919911,2021
W 148 St & Amsterdam Ave,40.827075,-73.945909,2021
Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,2021
Broadway & W 142 St,40.824686,-73.951947,2021
Bialystoker Pl & Delancey St,40.71622644,-73.98261206,2021
31 St & Thomson Ave,40.74469738,-73.93540375,2021
Pierrepont St & Monroe Pl,40.69535693320225,-73.99344027042389,2021
N 15 St & Wythe Ave,40.724055,-73.955736,2021
W 84 St & Broadway,40.7867947,-73.977112,2021
N 12 St & Bedford Ave,40.72079821,-73.95484712,2021
21 Ave & Shore Blvd,40.783956,-73.916894,2021
21 St & 21 Ave,40.782465,-73.914527,2021
Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,2021
Wadsworth Ave & W 175 St,40.846052,-73.937648,2021
5 Ave & E 72 St,40.77282817,-73.96685276,2021
St James Pl & Pearl St,40.71117416,-74.00016545,2021
Broadway & W 133 St,40.8190344,-73.956156,2021
Amsterdam Ave & W 79 St,40.7829391,-73.9786517,2021
Menahan St & Wyckoff Ave,40.70113,-73.91422,2021
Central Park West & W 85 St,40.78476,-73.969862,2021
Hicks St & Montague St,40.69512845,-73.99595065,2021
Green St & McGuinness Blvd,40.73396,-73.95204,2021
Kane St & Clinton St,40.6861758,-73.99645295,2021
5 Ave & W 126 St,40.80722,-73.9418,2021
St James Pl & Oliver St,40.71307916,-73.99851193,2021
Knickerbocker Ave & George St,40.704425,-73.92836,2021
Dwight St & Van Dyke St,40.67363551341504,-74.01195555925369,2021
40 Ave & Crescent St,40.7535992020056,-73.93795609474182,2021
Anthony Ave & E Tremont Ave,40.848793,-73.903178,2021
6 St & 7 Ave,40.6686627,-73.97988067,2021
W 190 St & St. Nicholas Ave,40.854788,-73.929513,2021
Fort Washington Ave & W 183 St,40.852252,-73.937854,2021
Van Buren St & Broadway,40.692,-73.92617,2021
River Ave & McClellan St,40.83406,-73.92243,2021
Flushing Ave & Woodward Ave,40.71246,-73.91873,2021
50 St & Northern Blvd,40.753441,-73.912402,2021
8 St & Astoria Blvd,40.7725996921817,-73.93266275525093,2021
E 68 St & Madison Ave,40.7691572,-73.96703464,2021
Sheridan Ave & E 168 St,40.835334,-73.9154,2021
3 Ave & E 112 St,40.795508,-73.941606,2021
Nassau St\t& Duffield St,40.698477,-73.98384,2021
Caton Ave & E 7 St,40.647718,-73.973663,2021
Putnam Ave & Knickerbocker Ave,40.69545,-73.91164,2021
27 St & Hunter St,40.7485,-73.941275,2021
Warren St & Smith St,40.68542400997018,-73.99127773940563,2021
Norman St & Wyckoff Ave,40.69517,-73.90311,2021
Riverside Dr & W 148 St,40.829114,-73.950426,2021
Marcus Garvey Blvd & Macon St,40.682601,-73.938037,2021
Columbia St & Lorraine St,40.6747055,-74.0075572,2021
Tompkins Ave & Hopkins St,40.69957608,-73.94708417,2021
Southern Blvd & E 175 St,40.839335,-73.886445,2021
Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,2021
Halsey St & Broadway,40.68565,-73.91564,2021
Vernon Blvd & 10 St,40.7671863,-73.9373554,2021
Amsterdam Ave & W 180 St,40.847396,-73.931205,2021
Hamilton Pl & W 138 St,40.821728,-73.952761,2021
Fulton St & Waverly Ave,40.68323865460341,-73.96599590778351,2021
Broadway & W 122 St,40.8120562,-73.9612547,2021
Devoe St & Lorimer St,40.71335226222875,-73.9491033554077,2021
3 Ave & 17 St,40.666168,-73.995549,2021
W 171 St & St. Nicholas Ave,40.842941,-73.938631,2021
Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307,2021
Grand Ave & W Fordham Rd,40.86288,-73.90316,2021
W 133 St & 12 Ave,40.820003,-73.959089,2021
E 102 St & 1 Ave,40.7869946,-73.94164802,2021
E 66 St & Madison Ave,40.76800889305947,-73.96845281124115,2021
Knickerbocker Ave & Cooper St,40.69081,-73.90448,2021
Ft. Washington Ave & W 190 St,40.856906,-73.935662,2021
Prospect Park W & 20 St,40.656633,-73.983864,2021
Amsterdam Ave & W 167 St,40.839443,-73.937044,2021
7 Ave & 40 St,40.648169,-74.000057,2021
Aqueduct Ave & North St,40.8604787,-73.9057169936,2021
43 St & Broadway,40.7577284,-73.9166368,2021
2 Ave & 32 St,40.659176,-74.006584,2021
Prospect Pl & 6 Ave,40.6793307,-73.97519523,2021
Caton Ave & Argyle Rd,40.649681,-73.967829,2021
Madison St & Woodward Ave,40.70408,-73.90408,2021
E 188 St & Creston Ave,40.861669,-73.898589,2021
Sterling St & Bedford Ave,40.6627059,-73.9569115,2021
Washington Ave & Park Ave,40.69610226,-73.96751037,2021
24 Ave & 29 St,40.7729,-73.916142,2021
E 97 St & 3 Ave,40.7859201,-73.94860294,2021
3 Ave & E 100 St,40.7877214,-73.94728331,2021
E 115 St & Lexington Ave,40.797911,-73.9423,2021
Park Ave & E 124 St,40.8045555,-73.9396861,2021
Amsterdam Ave & W 152 St,40.829523,-73.944279,2021
W 163 St & Riverside Dr,40.839278,-73.945446,2021
President St & 4 Ave,40.676757,-73.983262,2021
Grand Concourse & East Mount Eden Ave,40.84301,-73.91172,2021
Irving Ave & Palmetto St,40.698,-73.9127,2021
Jerome Ave & W Fordham Rd,40.86294,-73.90108,2021
Broadway & Furman Ave,40.68139,-73.90756,2021
Forest Ave & Summerfield St,40.69922,-73.89795,2021
34 Ave & 45 St,40.754795,-73.917014,2021
Stuyvesant Walk & 1 Av Loop,40.732339777151054,-73.97898383438587,2021
6 Ave & 12 St,40.6663181,-73.9854617,2021
Front St & Washington St,40.70255088,-73.98940236,2021
Macombs Pl & W 152 St,40.826406,-73.937948,2021
Morgan Ave & Lombardy St,40.72226,-73.93889,2021
53 St & 5 Ave,40.643371,-74.011884,2021
Ft. Hamilton Pkwy & E 2 St,40.648005,-73.979342,2021
Lincoln Pl & Classon Ave,40.6721683,-73.9609,2021
Riverside Dr & W 138 St,40.823168,-73.955857,2021
11 Ave & Prospect Ave,40.65629,-73.977335,2021
Halsey St & Evergreen Ave,40.68858,-73.91227,2021
Cedar Ave & W Fordham Rd,40.86156,-73.91219,2021
St Mary's St & Jackson Ave,40.808891,-73.91081,2021
Dock 72 Way & Market St,40.69985,-73.97141,2021
Eastern Pkwy & Washington Ave,40.6716493,-73.9631145,2021
E 98 St & Park Ave,40.78813,-73.95206,2021
48 Ave & 30 Pl,40.74128309355993,-73.93725872039794,2021
5 Ave & E 78 St,40.77632142182271,-73.96427392959595,2021
Lenox Ave & W 115 St,40.8011939,-73.9500739,2021
W 204 St & Nagle Ave,40.863211,-73.920827,2021
9 St & 44 Rd,40.74966,-73.9521,2021
Central Park W & W 103 St,40.79558954105342,-73.96188408136368,2021
Washington Ave & Greene Ave,40.68650065,-73.96563307,2021
E 110 St & Madison Ave,40.7961535,-73.94782145,2021
7 Ave & 22 St,40.658029,-73.989605,2021
Banker St & Meserole Ave,40.72606,-73.95621,2021
Lexington Ave & Classon Ave,40.68676793,-73.95928168,2021
Clay Ave & E 173 St,40.843264,-73.904867,2021
Vernon Blvd & 47 Rd,40.7449067,-73.9534573,2021
E 163 St & Union Ave,40.822545,-73.901824,2021
36 Ave & 31 St,40.75651272984955,-73.92957486212252,2021
Putnam Ave & Wyckoff Ave,40.69811,-73.90904,2021
Mercer St & Spring St,40.72362738,-73.99949601,2021
Featherbed Ln & Jerome Ave,40.845505,-73.914311,2021
Lexington Ave & E 128 St,40.806414,-73.936085,2021
Ogden Ave & W 165 St,40.834457,-73.928381,2021
Nassau Ave & Newell St,40.724812564400175,-73.94752621650696,2021
Franklin Ave & Myrtle Ave,40.694546087246025,-73.95801365375519,2021
Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,2021
E 170 St & Clay Ave,40.837213,-73.908345,2021
Melrose Ave & E 154 St,40.819609,-73.916071,2021
Edgecombe Ave & W 167 St,40.838191,-73.936085,2021
Onderdonk Ave & Dekalb Ave,40.70863,-73.91497,2021
Leonard St & Boerum St,40.70583339,-73.94644578,2021
Audobon Ave & W 179 St,40.847305,-73.933291,2021
1 Ave & E 110 St,40.7923272,-73.9383,2021
Knickerbocker Ave & Halsey St,40.693,-73.90824,2021
E 106 St & 1 Ave,40.7892529,-73.93956237,2021
Bergen Ave & E 152 St,40.817166,-73.914737,2021
Kent St & McGuinness Blvd,40.73124,-73.95161,2021
Concourse Village West & E 156 St,40.823162,-73.923267,2021
E Mosholu Pkwy & E 204 St,40.8740704,-73.8833650931,2021
E 3 St & Church Ave,40.643817,-73.977433,2021
Clinton St & Centre St,40.67434,-74.00194698,2021
49 Ave & 21 St,40.74252,-73.948852,2021
18 St & 27 Ave,40.772768286288304,-73.92743647098541,2021
Cathedral Pkwy & Broadway,40.804213,-73.96699104,2021
Broadway & W 220 St,40.872412,-73.912807,2021
George St & Wilson Ave,40.702997,-73.92997,2021
E 174 St & Walton Ave,40.844811,-73.912042,2021
Central Ave & Flushing Ave,40.702831,-73.9333,2021
Gerard Ave & McClellan St,40.833909,-73.92112,2021
34th Ave & Vernon Blvd,40.76535380385866,-73.93986314535141,2021
Division Ave & Hooper St,40.70684203101325,-73.9544353965357,2021
28 Ave & 35 St,40.7671,-73.9169858,2021
Lexington Ave & E 127 St,40.805726,-73.936322,2021
3 Ave & E 172 St,40.839586,-73.900277,2021
Prospect Park SW & Vanderbilt St,40.65482,-73.973217,2021
Carlton Ave & Flushing Ave,40.697787,-73.973736,2021
44 Dr & 21 St,40.748,-73.9460927,2021
Amsterdam Ave & W 186 St,40.851113,-73.928808,2021
E 95 St & 3 Ave,40.7849032,-73.950503,2021
39 St & 2 Ave,40.65539977447831,-74.01062786579132,2021
Broadway & Roebling St,40.70924826276157,-73.96063148975372,2021
46 St & 7 Ave,40.644743,-74.003754,2021
Onderdonk Ave & Gates Ave,40.70413,-73.90737,2021
4 Ave & 26 St,40.660079,-73.998633,2021
W 218 St & Indian Rd,40.873054589370895,-73.91837194561958,2021
E 149 St & Morris Ave,40.81734,-73.922962,2021
21 St & 36 Ave,40.7601853,-73.9362726,2021
48 St & Broadway,40.755763,-73.912715,2021
5 Ave & 41 St,40.649983,-74.005144,2021
W 147 St & Adam Clayton Powell Blvd,40.82281,-73.937413,2021
W 144 St & Adam Clayton Powell Blvd,40.820877,-73.939249,2021
E 174 St & Longfellow Ave,40.836274,-73.884308,2021
Clermont Ave & Park Ave,40.69573398,-73.97129668,2021
Jefferson Ave & Evergreen Ave,40.68989,-73.91458,2021
41 St & 4 Ave,40.651354,-74.007168,2021
Jerome Ave & Anderson Ave,40.830179,-73.928747,2021
Grand Concourse & E 164 St,40.829608,-73.921461,2021
5 Ave & E 135 St,40.812191,-73.937838,2021
Soissons Landing,40.69231660719192,-74.01486575603485,2021
Academy St & Nagle Ave,40.862562,-73.922661,2021
53 St & 2 Ave,40.64744,-74.018846,2021
31 St & Newtown Ave,40.7675487799971,-73.9209334552288,2021
Broadway & W 37 St,40.75172632,-73.98753523,2021
Harman St & Seneca Ave,40.70577,-73.91292,2021
Irving Ave & Jefferson St,40.70538,-73.92535,2021
Wyckoff Ave & Gates Ave,40.699871408829885,-73.91171872615814,2021
Central Ave & Melrose St,40.70112,-73.93039,2021
Steinway St & Broadway,40.75905795418586,-73.91897544264793,2021
Bushwick Ave & Stagg St,40.709897,-73.94008,2021
Frederick Douglass Blvd & W 139 St,40.81900581806558,-73.94476890563965,2021
16th St & 4th Ave,40.666197,-73.992466,2021
W 129 St & Convent Ave,40.814394437915816,-73.95324736833572,2021
24 St & 5 Ave,40.659555,-73.995068,2021
Broadway & W 192 St,40.857994,-73.932173,2021
Cypress Ave & Palmetto St,40.70157340873792,-73.90876293182373,2021
Eldert St & Bushwick Ave,40.68652,-73.91321,2021
31 Ave & 34 St,40.763154,-73.920827,2021
Morris Ave & McClellan St,40.831584,-73.9149,2021
47 Ave & 31 St,40.743,-73.93561,2021
12 Ave & W 125 St,40.818299,-73.960405,2021
Linden St & Knickerbocker Ave,40.69714,-73.91566,2021
Knickerbocker Ave & Thames St,40.70539,-73.92976,2021
4 Ave & Shore Road Dr,40.637033,-74.022141,2021
Stanhope St & Fairview Ave,40.70998,-73.91116,2021
3 Ave & E 163 St,40.823872,-73.908699,2021
36 St & 3 Ave,40.655716,-74.006664,2021
Carroll St & Franklin Ave,40.6679411,-73.9588,2021
34 St & 35 Ave,40.7569332,-73.9262231,2021
West End Ave & W 94 St,40.7941654,-73.974124,2021
Davidson Ave & W Burnside Ave,40.853646,-73.908731,2021
E 170 St & Sheridan Ave,40.838315,-73.912604,2021
30 St & 4 Ave,40.657743,-74.001141,2021
Park Ave & St Edwards St,40.69608941,-73.97803415,2021
Church Ave & Story St,40.642031,-73.981073,2021
Adam Clayton Powell Blvd & W 138 St,40.81695971032464,-73.9422959089279,2021
Broadway & W 160 St,40.835775,-73.9434,2021
Broadway & W 131 St,40.817555,-73.957163,2021
St. Nicholas Terrace & Convent Ave,40.821294,-73.947868,2021
Broadway & W 185 St,40.852538,-73.93441,2021
Amsterdam Ave & W 125 St,40.813358,-73.956461,2021
W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,2021
5 St & 51 Ave,40.7423737,-73.9566,2021
Sheridan Ave & E 172 St,40.840494,-73.911479,2021
Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,2021
E 39 St & Lexington Ave,40.7494985460252,-73.97729203113158,2021
